doid_code	doid_name	resource	resource_id
DOID:557	kidney disease	NCI	C3149
DOID:557	kidney disease	NCI	C34843
DOID:557	kidney disease	SNOMEDCT_2010_1_31	155871008
DOID:557	kidney disease	SNOMEDCT_2010_1_31	266612003
DOID:557	kidney disease	SNOMEDCT_2010_1_31	266624005
DOID:557	kidney disease	SNOMEDCT_2010_1_31	266627003
DOID:557	kidney disease	SNOMEDCT_2010_1_31	274108006
DOID:557	kidney disease	SNOMEDCT_2010_1_31	90708001
DOID:557	kidney disease	UMLS_CUI	C0022658
DOID:1074	kidney failure	ICD9CM	586
DOID:1074	kidney failure	MSH	D051437
DOID:1074	kidney failure	NCI	C4376
DOID:1074	kidney failure	SNOMEDCT_2010_1_31	156092003
DOID:1074	kidney failure	SNOMEDCT_2010_1_31	197656003
DOID:1074	kidney failure	SNOMEDCT_2010_1_31	198524000
DOID:1074	kidney failure	SNOMEDCT_2010_1_31	266553002
DOID:1074	kidney failure	SNOMEDCT_2010_1_31	266616000
DOID:1074	kidney failure	SNOMEDCT_2010_1_31	42399005
DOID:1074	kidney failure	UMLS_CUI	C0035078
DOID:4676	uremia	MSH	D014511
DOID:4676	uremia	SNOMEDCT_2010_1_31	197656003
DOID:4676	uremia	SNOMEDCT_2010_1_31	266616000
DOID:4676	uremia	SNOMEDCT_2010_1_31	44730006
DOID:4676	uremia	UMLS_CUI	C0041948
DOID:1564	fungal infectious disease	ICD9CM	110-118.99
DOID:1564	fungal infectious disease	MSH	D009181
DOID:1564	fungal infectious disease	NCI	C3245
DOID:1564	fungal infectious disease	SNOMEDCT_2010_1_31	154393000
DOID:1564	fungal infectious disease	SNOMEDCT_2010_1_31	154394006
DOID:1564	fungal infectious disease	SNOMEDCT_2010_1_31	187110007
DOID:1564	fungal infectious disease	SNOMEDCT_2010_1_31	187472001
DOID:1564	fungal infectious disease	SNOMEDCT_2010_1_31	187498007
DOID:1564	fungal infectious disease	SNOMEDCT_2010_1_31	266214005
DOID:1564	fungal infectious disease	SNOMEDCT_2010_1_31	3218000
DOID:1564	fungal infectious disease	UMLS_CUI	C0026946
DOID:2473	opportunistic mycosis	ICD9CM	118
DOID:2473	opportunistic mycosis	SNOMEDCT_2010_1_31	187108005
DOID:2473	opportunistic mycosis	SNOMEDCT_2010_1_31	78999002
DOID:2473	opportunistic mycosis	UMLS_CUI	C0029119
DOID:1508	candidiasis	ICD9CM	112
DOID:1508	candidiasis	ICD9CM	112.9
DOID:1508	candidiasis	MSH	D002177
DOID:1508	candidiasis	NCI	C26711
DOID:1508	candidiasis	SNOMEDCT_2010_1_31	154403005
DOID:1508	candidiasis	SNOMEDCT_2010_1_31	187005005
DOID:1508	candidiasis	SNOMEDCT_2010_1_31	187024008
DOID:1508	candidiasis	SNOMEDCT_2010_1_31	187478002
DOID:1508	candidiasis	SNOMEDCT_2010_1_31	78048006
DOID:1508	candidiasis	UMLS_CUI	C0006840
DOID:2272	vulvovaginal candidiasis	ICD9CM	112.1
DOID:2272	vulvovaginal candidiasis	MSH	D002181
DOID:2272	vulvovaginal candidiasis	NCI	C2914
DOID:2272	vulvovaginal candidiasis	SNOMEDCT_2010_1_31	154404004
DOID:2272	vulvovaginal candidiasis	SNOMEDCT_2010_1_31	187009004
DOID:2272	vulvovaginal candidiasis	SNOMEDCT_2010_1_31	266155003
DOID:2272	vulvovaginal candidiasis	SNOMEDCT_2010_1_31	72605008
DOID:2272	vulvovaginal candidiasis	UMLS_CUI	C0700345
DOID:77	gastrointestinal system disease	ICD9CM	520-579.99
DOID:77	gastrointestinal system disease	MSH	D004066
DOID:77	gastrointestinal system disease	NCI	C2990
DOID:77	gastrointestinal system disease	SNOMEDCT_2010_1_31	155629009
DOID:77	gastrointestinal system disease	SNOMEDCT_2010_1_31	155847001
DOID:77	gastrointestinal system disease	SNOMEDCT_2010_1_31	197575000
DOID:77	gastrointestinal system disease	SNOMEDCT_2010_1_31	266483008
DOID:77	gastrointestinal system disease	SNOMEDCT_2010_1_31	53619000
DOID:77	gastrointestinal system disease	UMLS_CUI	C0012242
DOID:403	mouth disease	MSH	D009059
DOID:403	mouth disease	NCI	C27641
DOID:403	mouth disease	NCI	C3240
DOID:403	mouth disease	SNOMEDCT_2010_1_31	118938008
DOID:403	mouth disease	SNOMEDCT_2010_1_31	155630004
DOID:403	mouth disease	SNOMEDCT_2010_1_31	266484002
DOID:403	mouth disease	UMLS_CUI	C0026636
DOID:9637	stomatitis	MSH	D013280
DOID:9637	stomatitis	NCI	C26887
DOID:9637	stomatitis	SNOMEDCT_2010_1_31	155660009
DOID:9637	stomatitis	SNOMEDCT_2010_1_31	196527002
DOID:9637	stomatitis	SNOMEDCT_2010_1_31	61170000
DOID:9637	stomatitis	SNOMEDCT_2010_1_31	95361005
DOID:9637	stomatitis	UMLS_CUI	C0038362
DOID:162	cancer	ICD9CM	239.4
DOID:162	cancer	SNOMEDCT_2010_1_31	189535002
DOID:162	cancer	UMLS_CUI	C0006826
DOID:3119	gastrointestinal system cancer	ICD9CM	239.0
DOID:3119	gastrointestinal system cancer	MSH	D004067
DOID:3119	gastrointestinal system cancer	SNOMEDCT_2010_1_31	126768004
DOID:3119	gastrointestinal system cancer	SNOMEDCT_2010_1_31	128348002
DOID:3119	gastrointestinal system cancer	SNOMEDCT_2010_1_31	128415001
DOID:3119	gastrointestinal system cancer	SNOMEDCT_2010_1_31	189527000
DOID:3119	gastrointestinal system cancer	SNOMEDCT_2010_1_31	276806006
DOID:3119	gastrointestinal system cancer	SNOMEDCT_2010_1_31	367543008
DOID:3119	gastrointestinal system cancer	SNOMEDCT_2010_1_31	428905002
DOID:3119	gastrointestinal system cancer	SNOMEDCT_2010_1_31	93811007
DOID:3119	gastrointestinal system cancer	UMLS_CUI	C0012243
DOID:3119	gastrointestinal system cancer	UMLS_CUI	C0017185
DOID:3119	gastrointestinal system cancer	UMLS_CUI	C0685938
DOID:8618	oral cavity cancer	ICD9CM	144
DOID:8618	oral cavity cancer	ICD9CM	144.9
DOID:8618	oral cavity cancer	NCI	C9318
DOID:8618	oral cavity cancer	SNOMEDCT_2010_1_31	187652003
DOID:8618	oral cavity cancer	SNOMEDCT_2010_1_31	187653008
DOID:8618	oral cavity cancer	SNOMEDCT_2010_1_31	187656000
DOID:8618	oral cavity cancer	SNOMEDCT_2010_1_31	363385007
DOID:8618	oral cavity cancer	SNOMEDCT_2010_1_31	93672006
DOID:8618	oral cavity cancer	SNOMEDCT_2010_1_31	93802007
DOID:8618	oral cavity cancer	SNOMEDCT_2010_1_31	93860002
DOID:8618	oral cavity cancer	UMLS_CUI	C0153368
DOID:8618	oral cavity cancer	UMLS_CUI	C0153369
DOID:8618	oral cavity cancer	UMLS_CUI	C0496758
DOID:8702	cheek mucosa cancer	ICD9CM	145.0
DOID:8702	cheek mucosa cancer	NCI	C9320
DOID:8702	cheek mucosa cancer	SNOMEDCT_2010_1_31	363386008
DOID:8702	cheek mucosa cancer	SNOMEDCT_2010_1_31	93735006
DOID:8702	cheek mucosa cancer	UMLS_CUI	C0153373
DOID:14778	blepharophimosis, ptosis, and epicanthus inversus syndrome	OMIM	110100
DOID:14778	blepharophimosis, ptosis, and epicanthus inversus syndrome	UMLS_CUI	C0220663
DOID:2531	hematologic cancer	MSH	D019337
DOID:2531	hematologic cancer	NCI	C27134
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	414388001
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	414644002
DOID:2531	hematologic cancer	UMLS_CUI	C0376544
DOID:4960	bone marrow cancer	EFO	0004251
DOID:4960	bone marrow cancer	MSH	D009196
DOID:4960	bone marrow cancer	SNOMEDCT_2010_1_31	128925001
DOID:4960	bone marrow cancer	SNOMEDCT_2010_1_31	188772004
DOID:4960	bone marrow cancer	SNOMEDCT_2010_1_31	20921005
DOID:4960	bone marrow cancer	SNOMEDCT_2010_1_31	414792005
DOID:4960	bone marrow cancer	SNOMEDCT_2010_1_31	414794006
DOID:4960	bone marrow cancer	SNOMEDCT_2010_1_31	425333006
DOID:4960	bone marrow cancer	UMLS_CUI	C002702
DOID:0080001	bone disease	MSH	D001847
DOID:0080001	bone disease	SNOMEDCT_2010_1_31	156814002
DOID:0080001	bone disease	SNOMEDCT_2010_1_31	203524000
DOID:0080001	bone disease	SNOMEDCT_2010_1_31	268126004
DOID:0080001	bone disease	SNOMEDCT_2010_1_31	274145000
DOID:0080001	bone disease	SNOMEDCT_2010_1_31	308147009
DOID:0080001	bone disease	SNOMEDCT_2010_1_31	76069003
DOID:0080001	bone disease	UMLS_CUI	C0005940
DOID:3093	nervous system cancer	MSH	D009380
DOID:3093	nervous system cancer	SNOMEDCT_2010_1_31	188306000
DOID:3093	nervous system cancer	UMLS_CUI	C0027665
DOID:3093	nervous system cancer	UMLS_CUI	C0153643
DOID:3093	nervous system cancer	UMLS_CUI	C1334956
DOID:3620	central nervous system cancer	EFO	0000326
DOID:3620	central nervous system cancer	MSH	D016543
DOID:3620	central nervous system cancer	NCI	C9293
DOID:3620	central nervous system cancer	SNOMEDCT_2010_1_31	126951006
DOID:3620	central nervous system cancer	SNOMEDCT_2010_1_31	190135002
DOID:3620	central nervous system cancer	SNOMEDCT_2010_1_31	372062007
DOID:3620	central nervous system cancer	SNOMEDCT_2010_1_31	93744007
DOID:3620	central nervous system cancer	UMLS_CUI	C0085136
DOID:3620	central nervous system cancer	UMLS_CUI	C0348374
DOID:1319	brain cancer	CSP	2006-2736
DOID:1319	brain cancer	ICD9CM	239.6
DOID:1319	brain cancer	MSH	D001932
DOID:1319	brain cancer	NCI	C2907
DOID:1319	brain cancer	SNOMEDCT_2010_1_31	126952004
DOID:1319	brain cancer	SNOMEDCT_2010_1_31	154550004
DOID:1319	brain cancer	SNOMEDCT_2010_1_31	188279009
DOID:1319	brain cancer	SNOMEDCT_2010_1_31	188305001
DOID:1319	brain cancer	SNOMEDCT_2010_1_31	189537005
DOID:1319	brain cancer	SNOMEDCT_2010_1_31	254935002
DOID:1319	brain cancer	SNOMEDCT_2010_1_31	269610005
DOID:1319	brain cancer	SNOMEDCT_2010_1_31	275464006
DOID:1319	brain cancer	SNOMEDCT_2010_1_31	363356001
DOID:1319	brain cancer	SNOMEDCT_2010_1_31	428061005
DOID:1319	brain cancer	SNOMEDCT_2010_1_31	93727008
DOID:1319	brain cancer	UMLS_CUI	C0006118
DOID:1319	brain cancer	UMLS_CUI	C0153633
DOID:1319	brain cancer	UMLS_CUI	C0220624
DOID:1319	brain cancer	UMLS_CUI	C0750974
DOID:1319	brain cancer	UMLS_CUI	C0750979
DOID:1319	brain cancer	UMLS_CUI	C1334557
DOID:4706	infratentorial cancer	MSH	D015192
DOID:4706	infratentorial cancer	NCI	C3139
DOID:4706	infratentorial cancer	UMLS_CUI	C0021432
DOID:4706	infratentorial cancer	UMLS_CUI	C0751593
DOID:0050902	medulloblastoma	MSH	D008527
DOID:0050902	medulloblastoma	MSH	D018242
DOID:0050902	medulloblastoma	NCI	C3222
DOID:0050902	medulloblastoma	NCI	C5398
DOID:0050902	medulloblastoma	OMIM	155255
DOID:0050902	medulloblastoma	SNOMEDCT_2010_1_31	189921005
DOID:0050902	medulloblastoma	SNOMEDCT_2010_1_31	189925001
DOID:0050902	medulloblastoma	SNOMEDCT_2010_1_31	39781001
DOID:0050902	medulloblastoma	SNOMEDCT_2010_1_31	443333004
DOID:0050902	medulloblastoma	SNOMEDCT_2010_1_31	83217000
DOID:0050902	medulloblastoma	UMLS_CUI	C0025149
DOID:0050902	medulloblastoma	UMLS_CUI	C0206663
DOID:0050902	medulloblastoma	UMLS_CUI	C1334410
DOID:3873	nodular medulloblastoma	NCI	C5407
DOID:3873	nodular medulloblastoma	UMLS_CUI	C1334970
DOID:2174	ocular cancer	MSH	D005134
DOID:2174	ocular cancer	NCI	C3030
DOID:2174	ocular cancer	SNOMEDCT_2010_1_31	126995000
DOID:2174	ocular cancer	SNOMEDCT_2010_1_31	188277006
DOID:2174	ocular cancer	SNOMEDCT_2010_1_31	371486001
DOID:2174	ocular cancer	UMLS_CUI	C0015414
DOID:2174	ocular cancer	UMLS_CUI	C0153632
DOID:4645	retinal cancer	ICD9CM	190.5
DOID:4645	retinal cancer	MSH	D019572
DOID:4645	retinal cancer	NCI	C3216
DOID:4645	retinal cancer	SNOMEDCT_2010_1_31	127002001
DOID:4645	retinal cancer	SNOMEDCT_2010_1_31	363465007
DOID:4645	retinal cancer	SNOMEDCT_2010_1_31	93987004
DOID:4645	retinal cancer	UMLS_CUI	C0024622
DOID:4645	retinal cancer	UMLS_CUI	C0524801
DOID:771	retinal cell cancer	NCI	C7061
DOID:771	retinal cell cancer	UMLS_CUI	C1335765
DOID:154	mixed cell type cancer	MSH	D018198
DOID:154	mixed cell type cancer	NCI	C3729
DOID:154	mixed cell type cancer	SNOMEDCT_2010_1_31	189802003
DOID:154	mixed cell type cancer	SNOMEDCT_2010_1_31	8145008
DOID:154	mixed cell type cancer	UMLS_CUI	C0206625
DOID:154	mixed cell type cancer	UMLS_CUI	C1368354
DOID:4236	carcinosarcoma	MSH	D002296
DOID:4236	carcinosarcoma	NCI	C34448
DOID:4236	carcinosarcoma	SNOMEDCT_2010_1_31	112684005
DOID:4236	carcinosarcoma	SNOMEDCT_2010_1_31	189808004
DOID:4236	carcinosarcoma	SNOMEDCT_2010_1_31	63264007
DOID:4236	carcinosarcoma	SNOMEDCT_2010_1_31	84427001
DOID:4236	carcinosarcoma	UMLS_CUI	C0007140
DOID:4236	carcinosarcoma	UMLS_CUI	C0206626
DOID:4236	carcinosarcoma	UMLS_CUI	C0206627
DOID:4236	carcinosarcoma	UMLS_CUI	C1334603
DOID:2609	adenomyoma	MSH	D018194
DOID:2609	adenomyoma	NCI	C3726
DOID:2609	adenomyoma	SNOMEDCT_2010_1_31	40293003
DOID:2609	adenomyoma	UMLS_CUI	C0206622
DOID:4993	atypical polypoid adenomyoma	NCI	C6895
DOID:4993	atypical polypoid adenomyoma	SNOMEDCT_2010_1_31	388987001
DOID:4993	atypical polypoid adenomyoma	SNOMEDCT_2010_1_31	40293003
DOID:4993	atypical polypoid adenomyoma	UMLS_CUI	C1300347
DOID:863	nervous system disease	ICD9CM	349.9
DOID:863	nervous system disease	MSH	D009422
DOID:863	nervous system disease	NCI	C26835
DOID:863	nervous system disease	SNOMEDCT_2010_1_31	118940003
DOID:863	nervous system disease	SNOMEDCT_2010_1_31	154981003
DOID:863	nervous system disease	SNOMEDCT_2010_1_31	155262005
DOID:863	nervous system disease	SNOMEDCT_2010_1_31	192641002
DOID:863	nervous system disease	SNOMEDCT_2010_1_31	267679005
DOID:863	nervous system disease	SNOMEDCT_2010_1_31	286946008
DOID:863	nervous system disease	UMLS_CUI	C0027765
DOID:870	neuropathy	NCI	C4731
DOID:870	neuropathy	SNOMEDCT_2010_1_31	193167000
DOID:870	neuropathy	SNOMEDCT_2010_1_31	264554005
DOID:870	neuropathy	SNOMEDCT_2010_1_31	277317008
DOID:870	neuropathy	SNOMEDCT_2010_1_31	277878001
DOID:870	neuropathy	SNOMEDCT_2010_1_31	386033004
DOID:870	neuropathy	SNOMEDCT_2010_1_31	42658009
DOID:870	neuropathy	UMLS_CUI	C0442874
DOID:11186	allescheriosis	ICD9CM	117.6
DOID:11186	allescheriosis	SNOMEDCT_2010_1_31	80936003
DOID:11186	allescheriosis	UMLS_CUI	C0153285
DOID:0014667	disease of metabolism	ICD9CM	277.9
DOID:0014667	disease of metabolism	MSH	D008659
DOID:0014667	disease of metabolism	NCI	C3235
DOID:0014667	disease of metabolism	SNOMEDCT_2010_1_31	154733004
DOID:0014667	disease of metabolism	SNOMEDCT_2010_1_31	190961002
DOID:0014667	disease of metabolism	SNOMEDCT_2010_1_31	267456000
DOID:0014667	disease of metabolism	SNOMEDCT_2010_1_31	30390004
DOID:0014667	disease of metabolism	SNOMEDCT_2010_1_31	75934005
DOID:0014667	disease of metabolism	UMLS_CUI	C0025517
DOID:1920	hyperuricemia	MSH	D033461
DOID:1920	hyperuricemia	NCI	C3961
DOID:1920	hyperuricemia	SNOMEDCT_2010_1_31	144021008
DOID:1920	hyperuricemia	SNOMEDCT_2010_1_31	166733000
DOID:1920	hyperuricemia	SNOMEDCT_2010_1_31	237857006
DOID:1920	hyperuricemia	SNOMEDCT_2010_1_31	271198001
DOID:1920	hyperuricemia	SNOMEDCT_2010_1_31	35885006
DOID:1920	hyperuricemia	UMLS_CUI	C0740394
DOID:8602	gum cancer	ICD9CM	143
DOID:8602	gum cancer	ICD9CM	143.9
DOID:8602	gum cancer	NCI	C9317
DOID:8602	gum cancer	SNOMEDCT_2010_1_31	187651005
DOID:8602	gum cancer	SNOMEDCT_2010_1_31	363382005
DOID:8602	gum cancer	SNOMEDCT_2010_1_31	93819009
DOID:8602	gum cancer	UMLS_CUI	C0153364
DOID:9125	lower gum cancer	ICD9CM	143.1
DOID:9125	lower gum cancer	SNOMEDCT_2010_1_31	363384006
DOID:9125	lower gum cancer	SNOMEDCT_2010_1_31	93873003
DOID:9125	lower gum cancer	UMLS_CUI	C0432581
DOID:1287	cardiovascular system disease	ICD9CM	429.2
DOID:1287	cardiovascular system disease	MSH	D002318
DOID:1287	cardiovascular system disease	NCI	C2931
DOID:1287	cardiovascular system disease	SNOMEDCT_2010_1_31	105980002
DOID:1287	cardiovascular system disease	SNOMEDCT_2010_1_31	155263000
DOID:1287	cardiovascular system disease	SNOMEDCT_2010_1_31	194707003
DOID:1287	cardiovascular system disease	SNOMEDCT_2010_1_31	195139006
DOID:1287	cardiovascular system disease	SNOMEDCT_2010_1_31	195594006
DOID:1287	cardiovascular system disease	SNOMEDCT_2010_1_31	266275004
DOID:1287	cardiovascular system disease	SNOMEDCT_2010_1_31	266336005
DOID:1287	cardiovascular system disease	SNOMEDCT_2010_1_31	49601007
DOID:1287	cardiovascular system disease	UMLS_CUI	C0007222
DOID:114	heart disease	ICD9CM	429.9
DOID:114	heart disease	MSH	D006331
DOID:114	heart disease	NCI	C3079
DOID:114	heart disease	SNOMEDCT_2010_1_31	155263000
DOID:114	heart disease	SNOMEDCT_2010_1_31	194707003
DOID:114	heart disease	SNOMEDCT_2010_1_31	195152001
DOID:114	heart disease	SNOMEDCT_2010_1_31	266275004
DOID:114	heart disease	SNOMEDCT_2010_1_31	266311004
DOID:114	heart disease	SNOMEDCT_2010_1_31	56265001
DOID:114	heart disease	UMLS_CUI	C0018799
DOID:4079	heart valve disease	MSH	D006349
DOID:4079	heart valve disease	MSH	D016127
DOID:4079	heart valve disease	NCI	C45525
DOID:4079	heart valve disease	SNOMEDCT_2010_1_31	195013005
DOID:4079	heart valve disease	SNOMEDCT_2010_1_31	368009
DOID:4079	heart valve disease	SNOMEDCT_2010_1_31	398995000
DOID:4079	heart valve disease	UMLS_CUI	C0018824
DOID:4079	heart valve disease	UMLS_CUI	C0079485
DOID:5749	pulmonary valve disease	ICD9CM	424.3
DOID:5749	pulmonary valve disease	NCI	C78579
DOID:5749	pulmonary valve disease	SNOMEDCT_2010_1_31	195001000
DOID:5749	pulmonary valve disease	SNOMEDCT_2010_1_31	76267008
DOID:5749	pulmonary valve disease	UMLS_CUI	C0034087
DOID:6420	pulmonary valve stenosis	MSH	D011666
DOID:6420	pulmonary valve stenosis	SNOMEDCT_2010_1_31	56786000
DOID:6420	pulmonary valve stenosis	UMLS_CUI	C0034089
DOID:8861	pulmonary subvalvular stenosis	ICD9CM	746.83
DOID:8861	pulmonary subvalvular stenosis	MSH	D011662
DOID:8861	pulmonary subvalvular stenosis	NCI	C34961
DOID:8861	pulmonary subvalvular stenosis	SNOMEDCT_2010_1_31	204370002
DOID:8861	pulmonary subvalvular stenosis	SNOMEDCT_2010_1_31	3192005
DOID:8861	pulmonary subvalvular stenosis	UMLS_CUI	C0034084
DOID:3350	mesenchymal cell neoplasm	NCI	C6587
DOID:3350	mesenchymal cell neoplasm	UMLS_CUI	C1332517
DOID:3350	mesenchymal cell neoplasm	UMLS_CUI	C1334699
DOID:8305	nonossifying fibromyxoid tumor	NCI	C6583
DOID:8305	nonossifying fibromyxoid tumor	UMLS_CUI	C1335063
DOID:331	central nervous system disease	MSH	D002493
DOID:331	central nervous system disease	NCI	C2934
DOID:331	central nervous system disease	SNOMEDCT_2010_1_31	138748005
DOID:331	central nervous system disease	SNOMEDCT_2010_1_31	154981003
DOID:331	central nervous system disease	SNOMEDCT_2010_1_31	155049004
DOID:331	central nervous system disease	SNOMEDCT_2010_1_31	155059003
DOID:331	central nervous system disease	SNOMEDCT_2010_1_31	192641002
DOID:331	central nervous system disease	SNOMEDCT_2010_1_31	193076009
DOID:331	central nervous system disease	SNOMEDCT_2010_1_31	194566008
DOID:331	central nervous system disease	SNOMEDCT_2010_1_31	23853001
DOID:331	central nervous system disease	SNOMEDCT_2010_1_31	267144009
DOID:331	central nervous system disease	SNOMEDCT_2010_1_31	267679005
DOID:331	central nervous system disease	SNOMEDCT_2010_1_31	267700003
DOID:331	central nervous system disease	SNOMEDCT_2010_1_31	267702006
DOID:331	central nervous system disease	SNOMEDCT_2010_1_31	275539005
DOID:331	central nervous system disease	UMLS_CUI	C0007682
DOID:1289	neurodegenerative disease	MSH	D019636
DOID:1289	neurodegenerative disease	NCI	C4802
DOID:1289	neurodegenerative disease	SNOMEDCT_2010_1_31	362975008
DOID:1289	neurodegenerative disease	UMLS_CUI	C0524851
DOID:1289	neurodegenerative disease	UMLS_CUI	C1285162
DOID:231	motor neuron disease	ICD9CM	335.2
DOID:231	motor neuron disease	MSH	D016472
DOID:231	motor neuron disease	SNOMEDCT_2010_1_31	155015007
DOID:231	motor neuron disease	SNOMEDCT_2010_1_31	192888001
DOID:231	motor neuron disease	SNOMEDCT_2010_1_31	192889009
DOID:231	motor neuron disease	SNOMEDCT_2010_1_31	192890000
DOID:231	motor neuron disease	SNOMEDCT_2010_1_31	37340000
DOID:231	motor neuron disease	UMLS_CUI	C0085084
DOID:201	connective tissue cancer	MSH	D009372
DOID:201	connective tissue cancer	SNOMEDCT_2010_1_31	126598008
DOID:201	connective tissue cancer	SNOMEDCT_2010_1_31	254821003
DOID:201	connective tissue cancer	UMLS_CUI	C0027656
DOID:184	bone cancer	CSP	2019-1041
DOID:184	bone cancer	MSH	D001859
DOID:184	bone cancer	NCI	C9343
DOID:184	bone cancer	SNOMEDCT_2010_1_31	115239009
DOID:184	bone cancer	SNOMEDCT_2010_1_31	126537000
DOID:184	bone cancer	SNOMEDCT_2010_1_31	240201007
DOID:184	bone cancer	UMLS_CUI	C0005967
DOID:3347	osteosarcoma	MSH	D012516
DOID:3347	osteosarcoma	NCI	C9145
DOID:3347	osteosarcoma	OMIM	259500
DOID:3347	osteosarcoma	SNOMEDCT_2010_1_31	189878003
DOID:3347	osteosarcoma	SNOMEDCT_2010_1_31	21708004
DOID:3347	osteosarcoma	SNOMEDCT_2010_1_31	307576001
DOID:3347	osteosarcoma	SNOMEDCT_2010_1_31	408387006
DOID:3347	osteosarcoma	UMLS_CUI	C0029463
DOID:3347	osteosarcoma	UMLS_CUI	C0206639
DOID:3367	bone leiomyosarcoma	NCI	C7154
DOID:3367	bone leiomyosarcoma	UMLS_CUI	C1332579
DOID:10149	long bones of lower limb cancer	ICD9CM	170.7
DOID:10149	long bones of lower limb cancer	SNOMEDCT_2010_1_31	187959005
DOID:10149	long bones of lower limb cancer	SNOMEDCT_2010_1_31	187963003
DOID:10149	long bones of lower limb cancer	SNOMEDCT_2010_1_31	93871001
DOID:10149	long bones of lower limb cancer	UMLS_CUI	C0153517
DOID:1492	eye and adnexa disease	ICD9CM	362.10
DOID:1492	eye and adnexa disease	SNOMEDCT_2010_1_31	193355009
