slim_id	slim_name	subsumed_id	subsumed_name	min_distance	MSH	UMLS	ICD9	ICD10	EFO	EFOpat_id
DOID:10763	hypertension	DOID:6432	pulmonary hypertension	1	D006976	C0020542				
DOID:10811	nasal cavity cancer	DOID:10811	nasal cavity cancer	0		C0728864	160.0			
DOID:10811	nasal cavity cancer	DOID:10812	nasal cavity olfactory neuroblastoma	1		C1334923				
DOID:10811	nasal cavity cancer	DOID:10813	nasal cavity lymphoma	1		C1334921				
DOID:10811	nasal cavity cancer	DOID:4930	nasal cavity adenocarcinoma	2		C1334920				
DOID:10811	nasal cavity cancer	DOID:4931	nasal cavity carcinoma	1		C1377785				
DOID:10811	nasal cavity cancer	DOID:5515	nasal cavity squamous cell carcinoma	2		C0280333				
DOID:10811	nasal cavity cancer	DOID:8415	carcinoma arising in nasal papillomatosis	2		C1332840				
DOID:10871	age related macular degeneration	DOID:0050817	Stargardt disease	1						
DOID:10871	age related macular degeneration	DOID:10871	age related macular degeneration	0	D008268	C0242383	362.50		0001365	
DOID:1094	attention deficit hyperactivity disorder	DOID:1094	attention deficit hyperactivity disorder	0	D001289	C0041671	314.00	F90	0003888	
DOID:1094	attention deficit hyperactivity disorder	DOID:1094	attention deficit hyperactivity disorder	0	D001289	C0154629	314.00	F90	0003888	
DOID:10941	intracranial aneurysm	DOID:0060228	intracranial berry aneurysm	1				I60.7		
DOID:10941	intracranial aneurysm	DOID:10941	intracranial aneurysm	0	D002532	C0007766			0003870	
DOID:10976	membranous glomerulonephritis	DOID:10976	membranous glomerulonephritis	0	D015433	C0017665			0004254	
DOID:11054	urinary bladder cancer	DOID:11054	urinary bladder cancer	0	D001749	C0005684	188			
DOID:11054	urinary bladder cancer	DOID:11054	urinary bladder cancer	0	D001749	C0005684	188.9			
DOID:11054	urinary bladder cancer	DOID:11054	urinary bladder cancer	0	D001749	C0005695	188			
DOID:11054	urinary bladder cancer	DOID:11054	urinary bladder cancer	0	D001749	C0005695	188.9			
DOID:11054	urinary bladder cancer	DOID:11593	bladder lateral wall cancer	1		C0496828	188.2			
DOID:11054	urinary bladder cancer	DOID:11809	bladder neck cancer	1		C0153613	188.5			
DOID:11054	urinary bladder cancer	DOID:11811	urinary bladder posterior wall cancer	1		C0153612	188.4			
DOID:11054	urinary bladder cancer	DOID:11812	bladder sarcoma	1		C0349666				
DOID:11054	urinary bladder cancer	DOID:11813	bladder trigone cancer	1		C0496826	188.0			
DOID:11054	urinary bladder cancer	DOID:11814	urinary bladder anterior wall cancer	1		C0153611	188.3			
DOID:11054	urinary bladder cancer	DOID:11817	urachus cancer	1		C0153615	188.7			
DOID:11054	urinary bladder cancer	DOID:11818	ureteric orifice cancer	1		C0153614	188.6			
DOID:11054	urinary bladder cancer	DOID:11820	bladder dome cancer	1		C0496827	188.1			
DOID:11054	urinary bladder cancer	DOID:11821	bladder lymphoma	1		C1332561				
DOID:11054	urinary bladder cancer	DOID:3710	bladder colloid adenocarcinoma	3		C1511193				
DOID:11054	urinary bladder cancer	DOID:3711	bladder adenocarcinoma	2		C0279682				
DOID:11054	urinary bladder cancer	DOID:3741	bladder verrucous squamous cell carcinoma	3		C1511208				
DOID:11054	urinary bladder cancer	DOID:3742	bladder squamous cell carcinoma	2		C0279681				
DOID:11054	urinary bladder cancer	DOID:4006	bladder transitional cell carcinoma	2		C0279680				
DOID:11054	urinary bladder cancer	DOID:4007	bladder carcinoma	1		C0699885			0000292	
DOID:11054	urinary bladder cancer	DOID:5306	bladder clear cell adenocarcinoma	3		C1332557				
DOID:11054	urinary bladder cancer	DOID:5427	urinary bladder villous adenoma	1		C1336893				
DOID:11054	urinary bladder cancer	DOID:5957	bladder urachal squamous cell carcinoma	3		C1511206				
DOID:11054	urinary bladder cancer	DOID:5958	bladder urachal carcinoma	2		C1511205				
DOID:11054	urinary bladder cancer	DOID:6210	bladder diffuse clear cell adenocarcinoma	4		C1511187				
DOID:11054	urinary bladder cancer	DOID:6476	clear cell variant infiltrating bladder urothelial carcinoma	4		C1512737				
DOID:11054	urinary bladder cancer	DOID:6477	invasive bladder transitional cell carcinoma	3		C1334281				
DOID:11054	urinary bladder cancer	DOID:6481	bladder signet ring cell adenocarcinoma	3		C1332563				
DOID:11054	urinary bladder cancer	DOID:6571	non-invasive bladder urothelial carcinoma	3		C1518359				
DOID:11054	urinary bladder cancer	DOID:6594	bladder colonic type adenocarcinoma	3		C1511188				
DOID:11054	urinary bladder cancer	DOID:6975	bladder urothelial papillary carcinoma	3		C1518882				
DOID:11054	urinary bladder cancer	DOID:6976	micropapillary variant infiltrating bladder urothelial carcinoma	4		C1517579				
DOID:11054	urinary bladder cancer	DOID:7132	urinary bladder small cell neuroendocrine carcinoma	2		C1332564				
DOID:11054	urinary bladder cancer	DOID:7244	bladder urachal urothelial carcinoma	3		C1511207				
DOID:11054	urinary bladder cancer	DOID:7315	Jewett-Marshall bladder cancer	2		C1336362				
DOID:11054	urinary bladder cancer	DOID:7371	superficial urinary bladder cancer	2		C1336527				
DOID:11054	urinary bladder cancer	DOID:7553	infiltrating bladder urothelial carcinoma sarcomatoid variant	4		C1512743				
DOID:11054	urinary bladder cancer	DOID:7600	infiltrating bladder lymphoepithelioma-like carcinoma	4		C1512736				
DOID:11054	urinary bladder cancer	DOID:7694	bladder urachal adenocarcinoma	3		C1511204				
DOID:11054	urinary bladder cancer	DOID:7967	lipid-cell variant infiltrating bladder urothelial carcinoma	4		C1512738				
DOID:11054	urinary bladder cancer	DOID:7968	plasmacytoid variant infiltrating bladder urothelial carcinoma	4		C1512742				
DOID:11054	urinary bladder cancer	DOID:7969	nested variant infiltrating bladder urothelial carcinoma	4		C1512741				
DOID:11054	urinary bladder cancer	DOID:7971	microcystic variant infiltrating bladder urothelial carcinoma	4		C1512740				
DOID:11054	urinary bladder cancer	DOID:7972	lymphoma-like variant infiltrating bladder urothelial carcinoma	4		C1512739				
DOID:11054	urinary bladder cancer	DOID:8050	bladder tubulo-cystic clear cell adenocarcinoma	4		C1511203				
DOID:11054	urinary bladder cancer	DOID:8051	bladder papillary clear cell adenocarcinoma	4		C1511196				
DOID:11054	urinary bladder cancer	DOID:8096	bladder mixed adenocarcinoma	3		C1511192				
DOID:11054	urinary bladder cancer	DOID:8097	bladder hepatoid adenocarcinoma	3		C1511189				
DOID:11119	Gilles de la Tourette syndrome	DOID:11119	Gilles de la Tourette syndrome	0	D005879	C0040517	307.23		0004895	
DOID:1115	sarcoma	DOID:0001816	angiosarcoma	1	D006394	C0018923				
DOID:1115	sarcoma	DOID:0001816	angiosarcoma	1	D006394	C0854893				
DOID:1115	sarcoma	DOID:1115	sarcoma	0		C0153519	171			
DOID:1115	sarcoma	DOID:1115	sarcoma	0		C0153519	171.9			
DOID:1115	sarcoma	DOID:265	spleen angiosarcoma	2		C0346424				
DOID:1115	sarcoma	DOID:268	liver angiosarcoma	2		C0345907				
DOID:1115	sarcoma	DOID:355	mast-cell sarcoma	1	D012515	C0036221	202.6			
DOID:1115	sarcoma	DOID:4233	clear cell sarcoma	1	D018227	C0206651				
DOID:1115	sarcoma	DOID:4233	clear cell sarcoma	1	D018227	C1332198				
DOID:1115	sarcoma	DOID:4235	spindle cell sarcoma	1	D012509	C0205945				
DOID:1115	sarcoma	DOID:4505	pediatric angiosarcoma	2		C0279988				
DOID:1115	sarcoma	DOID:4512	conventional angiosarcoma	2		C1333155				
DOID:1115	sarcoma	DOID:4513	gallbladder angiosarcoma	2		C1333742				
DOID:1115	sarcoma	DOID:4522	superior vena cava angiosarcoma	2		C1336530				
DOID:1115	sarcoma	DOID:4524	prostate angiosarcoma	2		C1335504				
DOID:1115	sarcoma	DOID:4525	mediastinum angiosarcoma	2		C1334649				
DOID:1115	sarcoma	DOID:4527	ovarian angiosarcoma	2		C1335152				
DOID:1115	sarcoma	DOID:7615	sarcomatosis	1		C0334451				
DOID:11239	appendix cancer	DOID:0050911	appendix carcinoid tumor	1						
DOID:11239	appendix cancer	DOID:11239	appendix cancer	0	D001063	C0496779	153.5			
DOID:11239	appendix cancer	DOID:11241	appendix lymphoma	1		C1332328				
DOID:11239	appendix cancer	DOID:3559	pseudomyxoma peritonei	1	D011553	C0033822		C48.2		
DOID:11239	appendix cancer	DOID:3607	appendix mucinous cystadenocarcinoma	3		C1096639				
DOID:11239	appendix cancer	DOID:3608	appendix adenocarcinoma	2		C0238003				
DOID:11239	appendix cancer	DOID:4902	appendix carcinoma	1		C0728951				
DOID:11239	appendix cancer	DOID:8151	appendiceal L-cell glucagon-like peptide producing tumor	1		C1332326				
DOID:11476	osteoporosis	DOID:11476	osteoporosis	0	D010024	C0029456	733.0		0003882	
DOID:11476	osteoporosis	DOID:11476	osteoporosis	0	D010024	C0029456	733.00		0003882	
DOID:11476	osteoporosis	DOID:12559	idiopathic juvenile osteoporosis	1		C0158447	733.02			
DOID:11555	Fuchs' endothelial dystrophy	DOID:11555	Fuchs' endothelial dystrophy	0	D005642	C0016781	371.57	H18.5	0003946	
DOID:11612	polycystic ovary syndrome	DOID:11612	polycystic ovary syndrome	0	D011085	C0032460	256.4		0000660	
DOID:11615	penile cancer	DOID:11615	penile cancer	0		C0153600	187.3			
DOID:11615	penile cancer	DOID:11615	penile cancer	0		C0153601	187.3			
DOID:11615	penile cancer	DOID:11838	penis sarcoma	1		C0238352				
DOID:11615	penile cancer	DOID:11839	glans penis cancer	1		C0153599	187.2			
DOID:11615	penile cancer	DOID:3448	penis Paget's disease	2		C0221286				
DOID:11615	penile cancer	DOID:3449	penis carcinoma	1		C0853105				
DOID:11615	penile cancer	DOID:4277	penis basal cell carcinoma	2		C1518949				
DOID:11615	penile cancer	DOID:5518	penis squamous cell carcinoma	2		C0238348				
DOID:11615	penile cancer	DOID:5518	penis squamous cell carcinoma	2		C1336081				
DOID:11615	penile cancer	DOID:5907	penis non-invasive verrucous carcinoma	4		C1334984				
DOID:11615	penile cancer	DOID:5908	penis verrucous carcinoma	3		C1336955				
DOID:11615	penile cancer	DOID:7047	penis basaloid carcinoma	3		C1332462				
DOID:11615	penile cancer	DOID:7958	sarcomatoid penile squamous cell carcinoma	3		C1335923				
DOID:11615	penile cancer	DOID:8009	penis mixed squamous cell carcinoma	3		C1513369				
DOID:11615	penile cancer	DOID:8013	penis papillary carcinoma	3		C1335322				
DOID:11714	gestational diabetes	DOID:11714	gestational diabetes	0	D016640	C0085207			0004593	
DOID:11819	ureter cancer	DOID:11818	ureteric orifice cancer	1		C0153614	188.6			
DOID:11819	ureter cancer	DOID:11819	ureter cancer	0	D014516	C0153619	189.2			
DOID:11819	ureter cancer	DOID:14489	ureteral lymphoma	1		C1336876				
DOID:11819	ureter cancer	DOID:14491	regional ureteric cancer	2		C0854921				
DOID:11819	ureter cancer	DOID:4938	ureter adenocarcinoma	2		C1336873				
DOID:11819	ureter cancer	DOID:4939	ureter carcinoma	1		C0600079				
DOID:11819	ureter cancer	DOID:5539	ureter squamous cell carcinoma	2		C1336879				
DOID:11819	ureter cancer	DOID:6845	infiltrating ureter transitional cell carcinoma	3		C1512750				
DOID:11819	ureter cancer	DOID:6886	ureter small cell carcinoma	2		C1336878				
DOID:11819	ureter cancer	DOID:6888	ureter transitional cell carcinoma	2		C0577692				
DOID:119	vaginal cancer	DOID:0050918	vaginal carcinoma	1						
DOID:119	vaginal cancer	DOID:119	vaginal cancer	0	D014625	C0042237	184.0			
DOID:119	vaginal cancer	DOID:119	vaginal cancer	0	D014625	C0042258	184.0			
DOID:119	vaginal cancer	DOID:133	vaginal mullerian papilloma	2		C1519926				
DOID:119	vaginal cancer	DOID:134	vaginal glandular tumor	1		C1519921				
DOID:119	vaginal cancer	DOID:136	vaginal carcinosarcoma	2		C1512974				
DOID:119	vaginal cancer	DOID:136	vaginal carcinosarcoma	2		C1519918				
DOID:119	vaginal cancer	DOID:136	vaginal carcinosarcoma	2		C1519924				
DOID:119	vaginal cancer	DOID:137	vagina squamous papilloma	2		C1336943				
DOID:119	vaginal cancer	DOID:138	vaginal squamous tumor	1		C1519931				
DOID:119	vaginal cancer	DOID:1901	vagina sarcoma	1		C0238519				
DOID:119	vaginal cancer	DOID:1910	vaginal yolk sac tumor	1		C1336945				
DOID:119	vaginal cancer	DOID:4117	vaginal adenosarcoma	3		C1519914				
