doid_code	doid_name	resource	resource_id
DOID:2531	hematologic cancer	OMIM	113970
DOID:2531	hematologic cancer	OMIM	151380
DOID:2531	hematologic cancer	OMIM	151400
DOID:2531	hematologic cancer	OMIM	153600
DOID:2531	hematologic cancer	OMIM	187950
DOID:2531	hematologic cancer	OMIM	236000
DOID:2531	hematologic cancer	OMIM	247640
DOID:2531	hematologic cancer	OMIM	254400
DOID:2531	hematologic cancer	OMIM	254450
DOID:2531	hematologic cancer	OMIM	254500
DOID:2531	hematologic cancer	OMIM	300221
DOID:2531	hematologic cancer	OMIM	300331
DOID:2531	hematologic cancer	OMIM	308960
DOID:2531	hematologic cancer	OMIM	400021
DOID:2531	hematologic cancer	OMIM	601626
DOID:2531	hematologic cancer	OMIM	601977
DOID:2531	hematologic cancer	OMIM	602439
DOID:2531	hematologic cancer	OMIM	605027
DOID:2531	hematologic cancer	OMIM	607785
DOID:2531	hematologic cancer	OMIM	608232
DOID:2531	hematologic cancer	OMIM	609630
DOID:2531	hematologic cancer	OMIM	610430
DOID:2531	hematologic cancer	OMIM	612376
DOID:2531	hematologic cancer	OMIM	612557
DOID:2531	hematologic cancer	OMIM	612558
DOID:2531	hematologic cancer	OMIM	612559
DOID:2531	hematologic cancer	OMIM	613065
DOID:2531	hematologic cancer	OMIM	613067
DOID:2531	hematologic cancer	OMIM	614521
DOID:2531	hematologic cancer	OMIM	615545
DOID:2531	hematologic cancer	ORDO	3318
DOID:2531	hematologic cancer	ORDO	33226
DOID:2531	hematologic cancer	ORDO	513
DOID:2531	hematologic cancer	ORDO	520
DOID:2531	hematologic cancer	ORDO	67038
DOID:2531	hematologic cancer	ORDO	71493
DOID:2531	hematologic cancer	ORDO	98293
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	10300002
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	10639003
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	109987008
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	109989006
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	109994006
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	110002002
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	110006004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	110007008
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	112687003
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	112688008
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	115248004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	118599009
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	118600007
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	118602004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	118605002
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	118606001
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	118607005
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	118608000
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	118609008
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	118610003
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	118611004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	118613001
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	118617000
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	118618005
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	127581004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	12834001
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	128799007
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	128814006
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	128815007
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	128816008
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	128818009
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	128822004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	128833001
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	128842008
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	128843003
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	128844009
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	128921005
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	128922003
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	128923008
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	128924002
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	128925001
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	128934006
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	134177009
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	134178004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	142970009
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	14537002
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	154581008
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	154582001
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	154585004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	154586003
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	154587007
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	154588002
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	154590001
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	154591002
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	154592009
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	154594005
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	154595006
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	154596007
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	154598008
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	154599000
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	154601003
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	154602005
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	154644004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	154841009
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	165557006
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	17788007
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188509006
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188518008
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188521005
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188522003
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188532005
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188533000
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188542007
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188543002
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188552006
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188553001
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188563009
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188564003
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188573006
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188574000
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188583005
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188584004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188594009
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188595005
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188596006
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188605006
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188618003
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188628007
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188629004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188638002
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188644003
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188650008
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188651007
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188653005
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188676008
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188694002
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188695001
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188704004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188718006
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188719003
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188720009
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188722001
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188725004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188726003
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188729005
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188731001
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188732008
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188735005
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188737002
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188738007
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188739004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188743000
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188745007
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188746008
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188747004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188749001
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188753004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188754005
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188755006
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188762002
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188763007
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188765000
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188767008
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188772004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	188773009
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	189507001
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	189508006
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	189513005
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	189514004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	189959002
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	189965002
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	189987006
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	189988001
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	189991001
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	189992008
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	190003004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	190004005
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	190016004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	190017008
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	190019006
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	190021001
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	190022008
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	190023003
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	190024009
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	190025005
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	190026006
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	190028007
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	190029004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	190033006
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	190034000
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	190035004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	190038002
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	190039005
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	190042004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	190047005
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	190059009
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	190060004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	190062007
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	190065009
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	190066005
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	190067001
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	190071003
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	190160002
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	191333009
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	20921005
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	21964009
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	22197008
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	22265001
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	22331004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	234499005
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	24072005
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	255049003
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	267572005
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	2694001
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	269478004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	269509006
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	269627002
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	269630009
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	269631008
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	269633006
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	269652000
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	274907000
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	277550009
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	277568007
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	277571004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	277574007
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	277576009
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	277580004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	277600006
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	277601005
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	277602003
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	278453007
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	302852008
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	302855005
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	302856006
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	307651005
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	307652003
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	308122007
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	309831004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	32280000
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	324170002
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	33560006
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	35287006
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	37810007
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	39193004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	397336008
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	397355008
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	397356009
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	397400006
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	399607007
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	413441006
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	413443009
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	413616009
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	414388001
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	414628006
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	414644002
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	414653009
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	414792005
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	414794006
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	415112005
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	415115007
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	41529000
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	42215000
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	425333006
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	425657001
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	426336007
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	46236001
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	46923007
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	48292007
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	49432002
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	4950009
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	52220008
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	52248008
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	52337003
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	52967002
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	54087003
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	55921005
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	56478004
DOID:2531	hematologic cancer	SNOMEDCT_2010_1_31	59668005
